InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
572309,21822,GLITTER CHRISTMAS TREE WITH BELLS,2,10/23/2011 15:29,0.79,14432.0,United Kingdom
571883,23419,HOME SWEET HOME BOTTLE ,2,10/19/2011 13:58,2.08,14704.0,United Kingdom
539444,22653,BUTTON BOX ,10,12/17/2010 15:52,1.95,14146.0,United Kingdom
568161,23517,EMBROIDERED RIBBON REEL REBECCA ,1,9/25/2011 12:31,2.89,15860.0,United Kingdom
545701,47567B,TEA TIME KITCHEN APRON,3,3/6/2011 15:17,5.95,17107.0,United Kingdom
539826,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/22/2010 12:39,2.55,15044.0,United Kingdom
560504,22979,PANTRY WASHING UP BRUSH,12,7/19/2011 11:47,1.45,13081.0,United Kingdom
554981,20777,CHRYSANTHEMUM NOTEBOOK,1,5/29/2011 12:06,1.65,17613.0,United Kingdom
563432,17003,BROCADE RING PURSE ,36,8/16/2011 12:12,0.29,16713.0,United Kingdom
572946,23460,SWEETHEART WALL TIDY ,2,10/27/2011 10:36,9.95,13988.0,United Kingdom
544339,22990,COTTON APRON PANTRY DESIGN,4,2/18/2011 9:04,4.95,15228.0,United Kingdom
562046,23209,LUNCH BAG DOILEY PATTERN ,10,8/2/2011 10:34,1.65,12378.0,Switzerland
558315,22768,FAMILY PHOTO FRAME CORNICE,2,6/28/2011 11:44,9.95,15065.0,United Kingdom
557938,23236,DOILEY STORAGE TIN,1,6/23/2011 15:35,5.79,,United Kingdom
565441,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,6,9/4/2011 14:08,2.55,13240.0,United Kingdom
C576199,22960,JAM MAKING SET WITH JARS,-6,11/14/2011 12:13,4.25,12610.0,Italy
539988,20679,EDWARDIAN PARASOL RED,2,12/23/2010 16:06,5.95,18116.0,United Kingdom
548388,21720,CAKE SHOP  STICKER SHEET,6,3/30/2011 16:52,0.85,13268.0,United Kingdom
574477,21824,PAINTED METAL STAR WITH HOLLY BELLS,15,11/4/2011 12:21,0.39,15453.0,United Kingdom
569672,22309,TEA COSY RED  STRIPE,1,10/5/2011 13:58,2.55,17841.0,United Kingdom
567849,20963,APPLE BATH SPONGE,2,9/22/2011 13:15,1.25,15571.0,United Kingdom
575218,22112,CHOCOLATE HOT WATER BOTTLE,3,11/9/2011 11:16,4.95,16592.0,United Kingdom
576840,23393,HOME SWEET HOME CUSHION COVER ,1,11/16/2011 15:23,10.79,,United Kingdom
554684,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/25/2011 16:28,2.95,16448.0,United Kingdom
553402,22440,BALLOON WATER BOMB PACK OF 35,2,5/16/2011 17:13,0.42,17898.0,United Kingdom
560410,15036,ASSORTED COLOURS SILK FAN,24,7/18/2011 14:28,0.83,17213.0,United Kingdom
537640,22083,PAPER CHAIN KIT RETROSPOT,14,12/7/2010 15:31,6.77,,United Kingdom
573769,23221,REINDEER HEART DECORATION SILVER,12,11/1/2011 10:04,0.83,13292.0,United Kingdom
557231,23206,LUNCH BAG APPLE DESIGN,2,6/17/2011 14:09,4.96,,United Kingdom
568156,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,9/25/2011 12:16,0.39,14367.0,United Kingdom
575787,22551,PLASTERS IN TIN SPACEBOY,12,11/11/2011 11:18,1.65,12518.0,Germany
568701,84609,TALL ROCOCO CANDLE HOLDER,4,9/28/2011 15:07,8.5,13924.0,United Kingdom
538349,21249,WOODLAND  HEIGHT CHART STICKERS ,1,12/10/2010 14:59,5.91,,United Kingdom
579546,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,24,11/30/2011 10:37,0.65,,United Kingdom
571828,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,3,10/19/2011 11:52,2.1,16440.0,United Kingdom
558475,21217,RED RETROSPOT ROUND CAKE TINS,1,6/29/2011 15:58,20.79,,United Kingdom
574655,22694,WICKER STAR ,1,11/6/2011 11:35,2.1,16466.0,United Kingdom
555260,22383,LUNCH BAG SUKI DESIGN ,2,6/1/2011 15:34,1.65,13263.0,United Kingdom
545522,22059,CERAMIC STRAWBERRY DESIGN MUG,12,3/3/2011 12:35,1.49,15596.0,United Kingdom
566959,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,9/15/2011 17:00,4.25,17530.0,United Kingdom
539246,21846,PINK DIAMANTE PEN IN GIFT BOX,1,12/16/2010 13:33,4.95,14606.0,United Kingdom
537335,21935,SUKI  SHOULDER BAG,1,12/6/2010 12:15,1.65,15048.0,United Kingdom
561209,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,7/25/2011 16:57,3.29,,United Kingdom
567508,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,9/20/2011 14:50,1.65,17724.0,United Kingdom
566603,23109,PACK OF SIX LED TEA LIGHTS,1,9/13/2011 16:12,5.79,,United Kingdom
553148,22384,LUNCH BAG PINK POLKADOT,10,5/13/2011 14:09,1.65,,Hong Kong
575612,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,11/10/2011 12:47,1.45,17416.0,United Kingdom
580611,22723,SET OF 6 HERB TINS SKETCHBOOK,2,12/5/2011 11:49,1.25,12748.0,United Kingdom
575705,22141,CHRISTMAS CRAFT TREE TOP ANGEL,24,11/10/2011 17:06,2.1,15159.0,United Kingdom
565473,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,9/5/2011 10:27,2.95,16717.0,United Kingdom
565386,44234,ASSORTED CIRCULAR MOBILE,4,9/2/2011 15:48,0.21,17997.0,United Kingdom
549825,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,4/12/2011 12:47,2.95,12463.0,Belgium
567183,22047,EMPIRE GIFT WRAP,25,9/18/2011 15:32,0.42,14769.0,United Kingdom
552702,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,5/10/2011 16:00,4.13,,United Kingdom
544474,22962,JAM JAR WITH PINK LID,12,2/21/2011 9:52,0.85,12423.0,Belgium
538148,21166,COOK WITH WINE METAL SIGN ,2,12/9/2010 16:26,4.21,,United Kingdom
539859,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,10,12/22/2010 16:23,1.65,17905.0,United Kingdom
560773,85093,CANDY SPOT EGG WARMER HARE,1,7/20/2011 16:17,0.83,,United Kingdom
565919,22678,FRENCH BLUE METAL DOOR SIGN 3,3,9/7/2011 16:48,2.46,,United Kingdom
571248,22784,LANTERN CREAM GAZEBO ,3,10/14/2011 16:05,4.95,15826.0,United Kingdom
578088,22297,HEART IVORY TRELLIS SMALL,24,11/22/2011 16:47,1.25,16376.0,United Kingdom
547964,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,3/28/2011 15:45,8.29,,United Kingdom
570247,22423,REGENCY CAKESTAND 3 TIER,3,10/10/2011 8:23,12.75,15193.0,United Kingdom
575495,22112,CHOCOLATE HOT WATER BOTTLE,12,11/10/2011 9:09,4.95,14944.0,United Kingdom
548545,22371,AIRLINE BAG VINTAGE TOKYO 78,12,3/31/2011 19:12,3.95,13118.0,United Kingdom
537225,22927,GREEN GIANT GARDEN THERMOMETER,1,12/5/2010 16:41,5.95,12748.0,United Kingdom
578128,35970,ZINC FOLKART SLEIGH BELLS,72,11/23/2011 10:38,1.49,12919.0,United Kingdom
578488,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,11/24/2011 12:53,0.55,12784.0,Portugal
575739,22467,GUMBALL COAT RACK,2,11/11/2011 9:05,4.96,,United Kingdom
537034,20676,RED RETROSPOT BOWL,8,12/3/2010 17:20,1.25,13081.0,United Kingdom
576617,21222,SET/4 BADGES BEETLES,1,11/15/2011 16:57,2.46,,United Kingdom
570678,47590A,BLUE HAPPY BIRTHDAY BUNTING,21,10/11/2011 15:12,5.45,15199.0,United Kingdom
563361,21382,SET/4 SPRING FLOWER DECORATION,12,8/15/2011 15:17,0.75,15315.0,United Kingdom
563451,22993,SET OF 4 PANTRY JELLY MOULDS,24,8/16/2011 14:34,1.25,18241.0,United Kingdom
551262,20801,LARGE PINK GLASS SUNDAE DISH,2,4/27/2011 12:05,0.79,14527.0,United Kingdom
538449,22095,LADS ONLY TISSUE BOX,6,12/12/2010 12:24,1.25,17085.0,United Kingdom
580111,23581,JUMBO BAG PAISLEY PARK,100,12/1/2011 15:55,1.79,12950.0,United Kingdom
565927,23026,DRAWER KNOB VINTAGE GLASS STAR,6,9/8/2011 10:08,2.08,,EIRE
538113,21533,RETROSPOT LARGE MILK JUG,3,12/9/2010 15:29,4.95,15811.0,United Kingdom
576644,15056bl,EDWARDIAN PARASOL BLACK,1,11/16/2011 10:01,12.46,,United Kingdom
536618,22434,BALLOON PUMP WITH 10 BALLOONS,16,12/2/2010 10:17,1.95,17017.0,United Kingdom
543812,22555,PLASTERS IN TIN STRONGMAN,1,2/13/2011 14:40,1.65,17472.0,United Kingdom
561712,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,7/29/2011 11:49,6.95,14499.0,United Kingdom
555507,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,6/3/2011 16:39,1.25,16186.0,United Kingdom
552281,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,5/8/2011 12:42,2.95,15704.0,United Kingdom
543629,22668,PINK BABY BUNTING,1,2/10/2011 15:55,5.79,,United Kingdom
576562,35970,ZINC FOLKART SLEIGH BELLS,96,11/15/2011 13:24,1.49,14522.0,United Kingdom
543044,82600,NO SINGING METAL SIGN,12,2/3/2011 8:18,2.1,17071.0,United Kingdom
565595,22815,CARD PSYCHEDELIC APPLES,12,9/5/2011 14:13,0.42,13192.0,United Kingdom
553887,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
543468,22084,PAPER CHAIN KIT EMPIRE,5,2/8/2011 14:45,2.95,14562.0,United Kingdom
541280,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,1/17/2011 11:57,3.75,15296.0,United Kingdom
541970,22472,TV DINNER TRAY DOLLY GIRL,3,1/24/2011 13:48,4.95,15179.0,United Kingdom
577038,22630,DOLLY GIRL LUNCH BOX,4,11/17/2011 13:30,1.95,14796.0,United Kingdom
541696,21484,CHICK GREY HOT WATER BOTTLE,1,1/20/2011 18:08,7.46,,United Kingdom
574310,22560,TRADITIONAL MODELLING CLAY,10,11/3/2011 16:56,1.25,13467.0,United Kingdom
551696,82001S,VINYL RECORD FRAME SILVER,24,5/3/2011 13:39,3.39,14110.0,United Kingdom
570690,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,10/11/2011 16:37,5.79,,United Kingdom
568328,85231B,CINAMMON SET OF 9 T-LIGHTS,10,9/26/2011 14:06,0.85,18016.0,United Kingdom
541104,22396,MAGNETS PACK OF 4 RETRO PHOTO,2,1/13/2011 14:29,0.83,,United Kingdom
568789,23283,DOORMAT VINTAGE LEAF,10,9/29/2011 9:37,7.08,14522.0,United Kingdom
539263,21217,RED RETROSPOT ROUND CAKE TINS,1,12/16/2010 14:36,9.95,16560.0,United Kingdom
545667,21071,VINTAGE BILLBOARD DRINK ME MUG,1,3/4/2011 16:07,2.46,,United Kingdom
538849,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,12/14/2010 13:31,2.95,14415.0,United Kingdom
550210,21731,RED TOADSTOOL LED NIGHT LIGHT,1,4/15/2011 10:40,4.13,,United Kingdom
562347,23360,SET 8 CANDLES VINTAGE DOILEY,1,8/4/2011 12:22,1.95,13263.0,United Kingdom
564668,22111,SCOTTIE DOG HOT WATER BOTTLE,24,8/26/2011 15:25,4.25,17183.0,United Kingdom
550209,21071,VINTAGE BILLBOARD DRINK ME MUG,1,4/15/2011 10:39,2.46,,United Kingdom
579250,22621,TRADITIONAL KNITTING NANCY,12,11/28/2011 16:35,1.65,14480.0,United Kingdom
C545456,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,3/2/2011 17:15,7.95,17865.0,United Kingdom
572552,21993,FLORAL FOLK STATIONERY SET,5,10/24/2011 17:07,2.46,14096.0,United Kingdom
576191,21485,RETROSPOT HEART HOT WATER BOTTLE,5,11/14/2011 11:54,4.95,17377.0,United Kingdom
543451,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2/8/2011 12:13,5.79,,United Kingdom
564653,21915,RED  HARMONICA IN BOX ,12,8/26/2011 14:23,1.25,14776.0,United Kingdom
560239,20749,ASSORTED COLOUR MINI CASES,2,7/17/2011 11:50,7.95,13507.0,United Kingdom
564437,23204,CHARLOTTE BAG APPLES DESIGN,10,8/25/2011 12:10,0.85,13320.0,United Kingdom
573362,22763,KEY CABINET MA CAMPAGNE,2,10/30/2011 13:06,9.95,12597.0,Spain
555653,22569,FELTCRAFT CUSHION BUTTERFLY,1,6/6/2011 14:12,3.75,17673.0,United Kingdom
578347,21506,"FANCY FONT BIRTHDAY CARD, ",4,11/24/2011 9:26,0.83,,United Kingdom
547553,47599B,BLUE PARTY BAGS ,1,3/23/2011 16:00,2.1,15644.0,United Kingdom
572133,22899,CHILDREN'S APRON DOLLY GIRL ,6,10/21/2011 10:11,2.1,12407.0,Belgium
540463,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/7/2011 13:13,4.95,12489.0,France
565329,20728,LUNCH BAG CARS BLUE,1,9/2/2011 13:54,1.65,14606.0,United Kingdom
539324,22312,OFFICE MUG WARMER POLKADOT,1,12/16/2010 19:51,2.95,14985.0,United Kingdom
573572,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,10/31/2011 14:03,9.95,14527.0,United Kingdom
540168,21928,JUMBO BAG SCANDINAVIAN PAISLEY,6,1/5/2011 12:15,1.95,13715.0,United Kingdom
554415,22624,IVORY KITCHEN SCALES,4,5/24/2011 12:10,8.5,18202.0,United Kingdom
569524,23118,PARISIENNE JEWELLERY DRAWER ,1,10/4/2011 14:42,7.5,14506.0,United Kingdom
C570867,47559B,TEA TIME OVEN GLOVE,-10,10/12/2011 16:17,1.25,12607.0,USA
576837,23165,LARGE CERAMIC TOP STORAGE JAR,5,11/16/2011 15:16,3.29,,United Kingdom
546306,22322,BIRD DECORATION GREEN POLKADOT,1,3/10/2011 16:16,1.63,,United Kingdom
570875,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,10/12/2011 17:00,0.29,12667.0,Finland
575706,20728,LUNCH BAG CARS BLUE,3,11/10/2011 17:13,1.65,14713.0,United Kingdom
554350,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,5/24/2011 8:51,3.75,13523.0,United Kingdom
563549,22470,HEART OF WICKER LARGE,1,8/17/2011 12:34,5.79,,United Kingdom
542133,22112,CHOCOLATE HOT WATER BOTTLE,6,1/25/2011 16:33,4.95,13049.0,United Kingdom
536544,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/1/2010 14:32,7.62,,United Kingdom
566428,23399,HOME SWEET HOME HANGING HEART,24,9/12/2011 14:24,0.85,15932.0,United Kingdom
553014,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,5/12/2011 18:49,3.95,13451.0,United Kingdom
572758,22736,RIBBON REEL MAKING SNOWMEN ,1,10/25/2011 18:39,3.29,,United Kingdom
566124,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/9/2011 11:15,1.69,16515.0,United Kingdom
550615,21883,STARS GIFT TAPE ,24,4/19/2011 12:41,0.65,16730.0,United Kingdom
541827,21212,PACK OF 72 RETROSPOT CAKE CASES,1,1/21/2011 17:05,1.25,,United Kingdom
537794,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,12/8/2010 13:01,1.25,16713.0,United Kingdom
556728,23239,SET OF 4 KNICK KNACK TINS POPPIES,2,6/14/2011 11:36,4.15,15719.0,United Kingdom
547247,22819,"BIRTHDAY CARD, RETRO SPOT",12,3/22/2011 9:01,0.42,18225.0,United Kingdom
573362,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,10/30/2011 13:06,1.65,12597.0,Spain
554372,23175,REGENCY MILK JUG PINK ,4,5/24/2011 10:50,3.25,13842.0,United Kingdom
576840,22995,TRAVEL CARD WALLET SUKI,2,11/16/2011 15:23,0.83,,United Kingdom
558115,23025,DRAWER KNOB VINTAGE GLASS BALL,6,6/27/2011 8:50,2.08,16003.0,United Kingdom
549728,22268,EASTER DECORATION SITTING BUNNY,2,4/11/2011 16:15,0.85,17799.0,United Kingdom
558754,71459,HANGING JAM JAR T-LIGHT HOLDER,12,7/3/2011 12:10,0.85,15518.0,United Kingdom
544157,22550,HOLIDAY FUN LUDO,4,2/16/2011 12:46,3.75,12372.0,Denmark
541422,85131B,BEADED CRYSTAL HEART GREEN ON STICK,4,1/17/2011 17:48,0.83,,United Kingdom
574304,22507,MEMO BOARD RETROSPOT  DESIGN,9,11/3/2011 16:30,4.95,14428.0,United Kingdom
557480,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,6/20/2011 14:10,2.46,,United Kingdom
564756,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,1,8/30/2011 10:33,2.46,,United Kingdom
570818,85099B,JUMBO BAG RED RETROSPOT,1,10/12/2011 12:47,2.08,17841.0,United Kingdom
576370,23014,GLASS APOTHECARY BOTTLE ELIXIR,8,11/15/2011 8:00,3.95,15981.0,United Kingdom
540520,22983,CARD BILLBOARD FONT,12,1/9/2011 12:31,0.42,17555.0,United Kingdom
568204,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,9/25/2011 15:25,0.42,13670.0,United Kingdom
561514,22560,TRADITIONAL MODELLING CLAY,24,7/27/2011 15:14,1.25,14331.0,United Kingdom
563213,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,8/14/2011 12:55,4.95,16115.0,United Kingdom
549291,84459B,YELLOW METAL CHICKEN HEART ,1,4/7/2011 19:05,1.49,16261.0,United Kingdom
553556,85203,HANGING WOOD AND FELT BUTTERFLY ,3,5/17/2011 16:48,0.42,17530.0,United Kingdom
545661,22567,20 DOLLY PEGS RETROSPOT,12,3/4/2011 14:41,1.25,15358.0,United Kingdom
553389,85099F,JUMBO BAG STRAWBERRY,2,5/16/2011 16:37,4.13,,United Kingdom
561219,22029,SPACEBOY BIRTHDAY CARD,12,7/26/2011 8:51,0.42,18180.0,United Kingdom
557500,21992,VINTAGE PAISLEY STATIONERY SET,1,6/20/2011 15:27,2.46,,United Kingdom
540664,21754,HOME BUILDING BLOCK WORD,6,1/10/2011 15:18,5.95,15044.0,United Kingdom
575298,23298,SPOTTY BUNTING,3,11/9/2011 12:29,4.95,17841.0,United Kingdom
568144,22423,REGENCY CAKESTAND 3 TIER,2,9/25/2011 11:29,12.75,14005.0,United Kingdom
569406,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,36,10/4/2011 9:09,0.42,16253.0,United Kingdom
570465,22135,MINI LADLE LOVE HEART PINK,1,10/10/2011 16:02,0.83,,United Kingdom
566018,85099B,JUMBO BAG RED RETROSPOT,2,9/8/2011 12:42,2.08,13137.0,United Kingdom
567665,21508,VINTAGE KID DOLLY CARD ,1,9/21/2011 15:22,0.83,,United Kingdom
580401,22148,EASTER CRAFT 4 CHICKS ,12,12/4/2011 11:50,1.95,17618.0,United Kingdom
578017,84600,NEW BAROQUE JEWELLERY BOX ,1,11/22/2011 13:07,7.95,13569.0,United Kingdom
580729,22651,GENTLEMAN SHIRT REPAIR KIT ,2,12/5/2011 17:24,1.63,,United Kingdom
547359,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,3,3/22/2011 12:27,0.65,15719.0,United Kingdom
571441,22551,PLASTERS IN TIN SPACEBOY,1,10/17/2011 13:31,3.29,14096.0,United Kingdom
575896,22029,SPACEBOY BIRTHDAY CARD,12,11/11/2011 14:52,0.42,12480.0,Germany
568831,23330,DECORATIVE WICKER HEART MEDIUM,12,9/29/2011 11:35,1.25,16059.0,United Kingdom
574691,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,11/6/2011 13:17,2.55,14174.0,United Kingdom
577794,23469,CARD HOLDER LOVE BIRD SMALL,4,11/21/2011 16:48,4.15,14030.0,United Kingdom
544598,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2/21/2011 18:10,3.29,,United Kingdom
554134,21240,BLUE POLKADOT CUP,8,5/23/2011 9:48,0.85,12583.0,France
546670,84987,SET OF 36 TEATIME PAPER DOILIES,3,3/15/2011 15:37,1.45,13451.0,United Kingdom
575138,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2,11/8/2011 15:24,10.79,,United Kingdom
552312,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/8/2011 15:58,2.55,13427.0,United Kingdom
541421,22867,HAND WARMER BIRD DESIGN,1,1/17/2011 17:44,4.13,,United Kingdom
566869,22385,JUMBO BAG SPACEBOY DESIGN,10,9/15/2011 13:20,2.08,13658.0,United Kingdom
562341,21931,JUMBO STORAGE BAG SUKI,2,8/4/2011 12:13,2.08,15005.0,United Kingdom
547102,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
537163,22738,RIBBON REEL SNOWY VILLAGE,10,12/5/2010 13:21,1.65,17863.0,United Kingdom
574880,22659,LUNCH BOX I LOVE LONDON,5,11/7/2011 13:25,1.95,18016.0,United Kingdom
542371,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/27/2011 13:29,1.65,12468.0,Germany
539039,22383,LUNCH BAG SUKI  DESIGN ,20,12/15/2010 15:00,1.65,13124.0,United Kingdom
543094,22457,NATURAL SLATE HEART CHALKBOARD ,9,2/3/2011 11:28,2.95,16030.0,United Kingdom
558375,22030,SWALLOWS GREETING CARD,12,6/28/2011 16:02,0.42,13418.0,United Kingdom
